날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계,breakfast_embedding,lunch_embedding,dinner_embedding
2024-01-23,사과소스in미트볼,385kcal,브로콜리치즈스프,132kcal,조미김,5.2kcal,,,3702.70kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[11.0, 9.0, 3.0, [1, 0, 0, 0, 0]]","[1.55, 1.91, 0.68, [1, 0, 0, 0, 0]]"
2024-01-23,배추김치,60kcal,모듬피클,42.4kcal,메추리알소시지조림,358.49kcal,,,3702.70kcal,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-23,백색200ML,65kcal,파인애플에이드,49kcal,깍두기,0kcal,,,3702.70kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[24.0, 0.0, 0.0, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2024-01-24,밥,250kcal,잡곡밥,282.83kcal,밥,250kcal,,,2718.39kcal,,,
2024-01-24,매운쇠고기국,112.32kcal,부대찌개,385.34kcal,강된장찌개,118.79kcal,,,2718.39kcal,"[7.0, 7.0, 6.0, [1, 0, 0, 0, 0]]","[41.11, 38.55, 27.7, [1, 0, 0, 0, 0]]","[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]"
2024-01-24,궁중떡볶이,204.81kcal,감자채볶음,149.14kcal,닭갈비,371.38kcal,,,2718.39kcal,"[29.07, 2.72, 3.75, [1, 0, 0, 0, 0]]","[15.24, 6.03, 1.63, [1, 0, 0, 0, 0]]","[14.39, 8.99, 13.4, [1, 0, 0, 0, 0]]"
2024-01-24,두부조림,90.24kcal,깻잎지,9kcal,쌈무&깻잎,16.1kcal,,,2718.39kcal,"[2.51, 9.94, 6.42, [1, 0, 0, 0, 0]]","[0.73, 0.04, 0.46, [1, 0, 0, 0, 0]]","[0.6, 0.04, 0.16, [1, 0, 0, 0, 0]]"
2024-01-24,배추김치,60kcal,주머니꽃빵고추잡채,252.34kcal,배추김치,60kcal,,,2718.39kcal,,"[0, 0, 0, [0, 0, 0, 0, 1]]",
2024-01-24,백색200ML,65kcal,깍두기,0kcal,해태에이치티비,41.1kcal,,,2718.39kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-24,밥,250kcal,잡곡밥,282.83kcal,밥,250kcal,,,2718.39kcal,,,
2024-01-24,매운쇠고기국,112.32kcal,부대찌개,385.34kcal,강된장찌개,118.79kcal,,,2718.39kcal,"[7.0, 7.0, 6.0, [1, 0, 0, 0, 0]]","[41.11, 38.55, 27.7, [1, 0, 0, 0, 0]]","[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]"
2024-01-24,궁중떡볶이,204.81kcal,감자채볶음,149.14kcal,닭갈비,371.38kcal,,,2718.39kcal,"[29.07, 2.72, 3.75, [1, 0, 0, 0, 0]]","[15.24, 6.03, 1.63, [1, 0, 0, 0, 0]]","[14.39, 8.99, 13.4, [1, 0, 0, 0, 0]]"
2024-01-24,두부조림,90.24kcal,깻잎지,9kcal,쌈무&깻잎,16.1kcal,,,2718.39kcal,"[2.51, 9.94, 6.42, [1, 0, 0, 0, 0]]","[0.73, 0.04, 0.46, [1, 0, 0, 0, 0]]","[0.6, 0.04, 0.16, [1, 0, 0, 0, 0]]"
2024-01-24,배추김치,60kcal,주머니꽃빵고추잡채,252.34kcal,배추김치,60kcal,,,2718.39kcal,,"[0, 0, 0, [0, 0, 0, 0, 1]]",
2024-01-24,백색200ML,65kcal,깍두기,0kcal,코코팜망고코넛,41.1kcal,,,2718.39kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[51.0, 0.0, 0.0, [1, 0, 0, 0, 0]]"
2024-01-25,간장계란밥,411.66kcal,밥,250kcal,밥,250kcal,,,3491.30kcal,,,
2024-01-25,몽글순두부,225.97kcal,들깨수제비국,184.03kcal,두부고추장찌개,87.25kcal,,,3491.30kcal,"[3.0, 3.0, 6.0, [1, 0, 0, 0, 0]]","[105.0, 16.9, 8.0, [1, 0, 0, 0, 0]]","[13.53, 2.9, 6.9, [1, 0, 0, 0, 0]]"
2024-01-25,구슬비프스테이크,304.78kcal,매운쇠고기불고기,283.15kcal,제육볶음,279.39kcal,,,3491.30kcal,"[46.0, 51.0, 62.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[10.37, 11.03, 13.21, [1, 0, 0, 0, 0]]"
2024-01-25,훈제오리푸실리샐러드,226.61kcal,블랙타이거새우튀김,535.56kcal,미나리콩나물무침,38.44kcal,,,3491.30kcal,"[55.0, 10.0, 16.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-25,배추김치,60kcal,조미김,5.2kcal,배추김치,60kcal,,,3491.30kcal,,"[1.55, 1.91, 0.68, [1, 0, 0, 0, 0]]",
2024-01-25,요구르트,39kcal,배추겉절이,51.73kcal,우유듬뿍딸기에몽,82.5kcal,,,3491.30kcal,"[8.0, 0.0, 1.0, [1, 0, 0, 0, 0]]","[4.87, 1.76, 1.99, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-25,,,보코치니샐러드,86.62kcal,,,,,3491.30kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[11.0, 5.0, 8.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-25,,,사과,29.4147kcal,,,,,3491.30kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[13.81, 0.17, 0.26, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-25,간장계란밥,411.66kcal,밥,250kcal,밥,250kcal,,,3491.30kcal,,,
2024-01-25,몽글순두부,225.97kcal,들깨수제비국,184.03kcal,두부고추장찌개,87.25kcal,,,3491.30kcal,"[3.0, 3.0, 6.0, [1, 0, 0, 0, 0]]","[105.0, 16.9, 8.0, [1, 0, 0, 0, 0]]","[13.53, 2.9, 6.9, [1, 0, 0, 0, 0]]"
2024-01-25,구슬비프스테이크,304.78kcal,매운쇠고기불고기,283.15kcal,제육볶음,279.39kcal,,,3491.30kcal,"[46.0, 51.0, 62.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[10.37, 11.03, 13.21, [1, 0, 0, 0, 0]]"
2024-01-25,훈제오리푸실리샐러드,226.61kcal,블랙타이거새우튀김,535.56kcal,미나리콩나물무침,38.44kcal,,,3491.30kcal,"[55.0, 10.0, 16.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-25,배추김치,60kcal,조미김,5.2kcal,배추김치,60kcal,,,3491.30kcal,,"[1.55, 1.91, 0.68, [1, 0, 0, 0, 0]]",
2024-01-25,요구르트,39kcal,배추겉절이,51.73kcal,우유듬뿍딸기에몽,82.5kcal,,,3491.30kcal,"[8.0, 0.0, 1.0, [1, 0, 0, 0, 0]]","[4.87, 1.76, 1.99, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-25,,,보코치니샐러드,86.62kcal,,,,,3491.30kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[11.0, 5.0, 8.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-25,,,사과,29.4147kcal,,,,,3491.30kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[13.81, 0.17, 0.26, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-26,밥,250kcal,햄마요덮밥,776.55kcal,밥,250kcal,,,3051.64kcal,,,
2024-01-26,콩나물김치국,68.35kcal,쇠고기미역국,27.75kcal,짬뽕찌개,186.58kcal,,,3051.64kcal,"[1.79, 1.82, 1.92, [1, 0, 0, 0, 0]]","[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-26,한돈갈비살구이,542.81kcal,패주해물콩나물찜,85.1kcal,쇠고기청경채두부볶음,394.54kcal,,,3051.64kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-26,감자조림,121.14kcal,초코바나나케익,72kcal,시금치무침,23.82kcal,,,3051.64kcal,"[6.66, 1.68, 0.79, [1, 0, 0, 0, 0]]","[46.68, 17.15, 4.65, [1, 0, 0, 0, 0]]","[8.39, 3.14, 3.78, [1, 0, 0, 0, 0]]"
2024-01-26,깍두기,0kcal,배추김치,60kcal,배추김치,60kcal,,,3051.64kcal,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]",,
2024-01-26,백색200ML,65kcal,,,유산균 발효 음료,68kcal,,,3051.64kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[33.39, 0.0, 0.5, [1, 0, 0, 0, 0]]"
2024-01-26,밥,250kcal,햄마요덮밥,776.55kcal,밥,250kcal,,,3051.64kcal,,,
2024-01-26,콩나물김치국,68.35kcal,쇠고기미역국,27.75kcal,짬뽕찌개,186.58kcal,,,3051.64kcal,"[1.79, 1.82, 1.92, [1, 0, 0, 0, 0]]","[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-26,한돈갈비살구이,542.81kcal,패주해물콩나물찜,85.1kcal,쇠고기청경채두부볶음,394.54kcal,,,3051.64kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-26,감자조림,121.14kcal,초코바나나케익,72kcal,시금치무침,23.82kcal,,,3051.64kcal,"[6.66, 1.68, 0.79, [1, 0, 0, 0, 0]]","[46.68, 17.15, 4.65, [1, 0, 0, 0, 0]]","[8.39, 3.14, 3.78, [1, 0, 0, 0, 0]]"
2024-01-26,깍두기,0kcal,배추김치,60kcal,배추김치,60kcal,,,3051.64kcal,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]",,
2024-01-26,백색200ML,65kcal,,,유산균 발효 음료,68kcal,,,3051.64kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[33.39, 0.0, 0.5, [1, 0, 0, 0, 0]]"
2024-01-27,김치볶음밥,601.72kcal,,,밥,250kcal,,,3288.52kcal,,"[0, 0, 0, [0, 0, 0, 0, 1]]",
2024-01-27,감자튀김&미키크로켓,534.37kcal,,,중화식계란탕,88.53kcal,,,3288.52kcal,"[20.33, 8.01, 1.98, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-27,돈마호크스테이크,252.14kcal,,,슈바인학센순살,327.2kcal,,,3288.52kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[1.0, 18.0, 23.0, [1, 0, 0, 0, 0]]"
2024-01-27,양송이스프,126kcal,,,깻잎&배추&풋고추&쌈장,57.16kcal,,,3288.52kcal,"[7.0, 14.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0.73, 0.04, 0.46, [1, 0, 0, 0, 0]]"
2024-01-27,허브치킨샐러드,649.88kcal,,,무말랭이무침,36.7kcal,,,3288.52kcal,"[6.0, 1.0, 16.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[30.6, 7.42, 4.62, [1, 0, 0, 0, 0]]"
2024-01-27,딸기라떼,115.82kcal,,,배추김치,60kcal,,,3288.52kcal,"[37.0, 4.6, 4.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]",
2024-01-27,슈크림도넛,124kcal,,,,,,,3288.52kcal,"[11.0, 2.6, 5.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-27,백색200ML,65kcal,,,,,,,3288.52kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-27,김치볶음밥,601.72kcal,,,밥,250kcal,,,3288.52kcal,,"[0, 0, 0, [0, 0, 0, 0, 1]]",
2024-01-27,감자튀김&미키크로켓,534.37kcal,,,중화식계란탕,88.53kcal,,,3288.52kcal,"[20.33, 8.01, 1.98, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-27,돈마호크스테이크,252.14kcal,,,슈바인학센순살,327.2kcal,,,3288.52kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[1.0, 18.0, 23.0, [1, 0, 0, 0, 0]]"
2024-01-27,양송이스프,126kcal,,,깻잎&배추&풋고추&쌈장,57.16kcal,,,3288.52kcal,"[7.0, 14.0, 3.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0.73, 0.04, 0.46, [1, 0, 0, 0, 0]]"
2024-01-27,허브치킨샐러드,649.88kcal,,,무말랭이무침,36.7kcal,,,3288.52kcal,"[6.0, 1.0, 16.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[30.6, 7.42, 4.62, [1, 0, 0, 0, 0]]"
2024-01-27,딸기라떼,115.82kcal,,,배추김치,60kcal,,,3288.52kcal,"[37.0, 4.6, 4.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]",
2024-01-27,슈크림도넛,124kcal,,,,,,,3288.52kcal,"[11.0, 2.6, 5.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-27,백색200ML,65kcal,,,,,,,3288.52kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-28,밥,250kcal,밥,250kcal,밥,250kcal,,,2888.54kcal,,,
2024-01-28,돼지고기애호박찌개,97.4kcal,생선묵국,159.51kcal,소시지부대찌개,333.91kcal,,,2888.54kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[16.0, 12.0, 12.0, [1, 0, 0, 0, 0]]"
2024-01-28,참치야채볶음,165.37kcal,쇠고기야채볶음,249.83kcal,애호박나물,41.27kcal,,,2888.54kcal,"[9.73, 4.05, 1.72, [1, 0, 0, 0, 0]]","[3.91, 6.23, 10.92, [1, 0, 0, 0, 0]]","[8.0, 1.08, 1.16, [1, 0, 0, 0, 0]]"
2024-01-28,무생채,19.3kcal,오이고추장무침,32.34kcal,스리라차윙봉,543.4kcal,,,2888.54kcal,"[7.17, 1.14, 1.15, [1, 0, 0, 0, 0]]","[4.0, 0.0, 1.0, [1, 0, 0, 0, 0]]","[4.0, 12.0, 18.0, [1, 0, 0, 0, 0]]"
2024-01-28,배추김치,60kcal,깍두기,0kcal,배추김치,60kcal,,,2888.54kcal,,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]",
2024-01-28,사과,29.4147kcal,아이스크림 콘,270kcal,바나나,76.8kcal,,,2888.54kcal,"[13.81, 0.17, 0.26, [1, 0, 0, 0, 0]]","[22.82, 7.91, 3.06, [1, 0, 0, 0, 0]]","[26.95, 0.39, 1.29, [1, 0, 0, 0, 0]]"
2024-01-28,밥,250kcal,밥,250kcal,밥,250kcal,,,2888.54kcal,,,
2024-01-28,돼지고기애호박찌개,97.4kcal,생선묵국,159.51kcal,소시지부대찌개,333.91kcal,,,2888.54kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[16.0, 12.0, 12.0, [1, 0, 0, 0, 0]]"
2024-01-28,참치야채볶음,165.37kcal,쇠고기야채볶음,249.83kcal,애호박나물,41.27kcal,,,2888.54kcal,"[9.73, 4.05, 1.72, [1, 0, 0, 0, 0]]","[3.91, 6.23, 10.92, [1, 0, 0, 0, 0]]","[8.0, 1.08, 1.16, [1, 0, 0, 0, 0]]"
2024-01-28,무생채,19.3kcal,오이고추장무침,32.34kcal,스리라차윙봉,543.4kcal,,,2888.54kcal,"[7.17, 1.14, 1.15, [1, 0, 0, 0, 0]]","[4.0, 0.0, 1.0, [1, 0, 0, 0, 0]]","[4.0, 12.0, 18.0, [1, 0, 0, 0, 0]]"
2024-01-28,배추김치,60kcal,깍두기,0kcal,배추김치,60kcal,,,2888.54kcal,,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]",
2024-01-28,사과,29.4147kcal,아이스크림 콘,270kcal,바나나,76.8kcal,,,2888.54kcal,"[13.81, 0.17, 0.26, [1, 0, 0, 0, 0]]","[22.82, 7.91, 3.06, [1, 0, 0, 0, 0]]","[26.95, 0.39, 1.29, [1, 0, 0, 0, 0]]"
2024-01-29,밥,250kcal,흑미밥,243.75kcal,밥,250kcal,,,3345.70kcal,,,
2024-01-29,고기듬뿍사골곰탕,649.51kcal,감자돈육짜글이,148.25kcal,근대콩나물조개국,19.92kcal,,,3345.70kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-29,계란말이,126kcal,잡채,197.15kcal,삼겹살두부두루치기,385.78kcal,,,3345.70kcal,"[2.61, 8.96, 10.18, [1, 0, 0, 0, 0]]","[28.82, 6.78, 5.06, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-29,오징어젓무침,39.58kcal,오리고추장주물럭,214.87kcal,유자청고구마맛탕,336.32kcal,,,3345.70kcal,"[34.0, 1.7, 9.0, [1, 0, 0, 0, 0]]","[10.0, 5.0, 15.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-29,배추김치,60kcal,양배추쌈,47.28kcal,김자반,20kcal,,,3345.70kcal,,"[5.58, 0.12, 1.44, [1, 0, 0, 0, 0]]","[3.93, 4.58, 3.51, [1, 0, 0, 0, 0]]"
2024-01-29,우유듬뿍초코에몽,94kcal,배추김치,60kcal,배추김치,60kcal,,,3345.70kcal,"[17.0, 8.0, 5.0, [1, 0, 0, 0, 0]]",,
2024-01-29,,,쑥오쟁이떡,117kcal,배,26.294695148kcal,,,3345.70kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[15.46, 0.12, 0.38, [1, 0, 0, 0, 0]]"
2024-01-29,밥,250kcal,흑미밥,243.75kcal,밥,250kcal,,,3345.70kcal,,,
2024-01-29,고기듬뿍사골곰탕,649.51kcal,감자돈육짜글이,148.25kcal,근대콩나물조개국,19.92kcal,,,3345.70kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-29,계란말이,126kcal,잡채,197.15kcal,삼겹살두부두루치기,385.78kcal,,,3345.70kcal,"[2.61, 8.96, 10.18, [1, 0, 0, 0, 0]]","[28.82, 6.78, 5.06, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-16,배추김치,60kcal,조미김,5.2kcal,식혜,420kcal,,,3208.02kcal,,"[1.55, 1.91, 0.68, [1, 0, 0, 0, 0]]","[12.11, 0.02, 0.2, [1, 0, 0, 0, 0]]"
2024-01-16,백색200ML,65kcal,배추겉절이,51.73kcal,,,,,3208.02kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[4.87, 1.76, 1.99, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-16,,,감귤,54.366kcal,,,,,3208.02kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[9.34, 0.22, 0.57, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-16,밥,250kcal,검은콩밥,243.49kcal,불닭덮밥,692.81kcal,,,3208.02kcal,,,
2024-01-16,근대콩나물조개국,19.92kcal,토마토짬뽕,188.85kcal,물만둣국,163.14kcal,,,3208.02kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[73.0, 16.0, 9.0, [1, 0, 0, 0, 0]]","[29.95, 21.79, 24.12, [1, 0, 0, 0, 0]]"
2024-01-16,쇠고기불낙볶음,137.73kcal,모듬버섯떡잡채,219.86kcal,고구마맛탕,375.62kcal,,,3208.02kcal,"[3.91, 6.23, 10.92, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[12.29, 8.37, 0.81, [1, 0, 0, 0, 0]]"
2024-01-16,사과무생채,19.1kcal,달고기스테이크,217.6kcal,파김치,23.6kcal,,,3208.02kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[9.0, 7.0, 17.0, [1, 0, 0, 0, 0]]","[3.13, 0.12, 0.76, [1, 0, 0, 0, 0]]"
2024-01-16,배추김치,60kcal,조미김,5.2kcal,식혜,420kcal,,,3208.02kcal,,"[1.55, 1.91, 0.68, [1, 0, 0, 0, 0]]","[12.11, 0.02, 0.2, [1, 0, 0, 0, 0]]"
2024-01-16,백색200ML,65kcal,배추겉절이,51.73kcal,,,,,3208.02kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[4.87, 1.76, 1.99, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-16,,,감귤,54.366kcal,,,,,3208.02kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[9.34, 0.22, 0.57, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2024-01-17,밥,250kcal,콩나물밥,290.49kcal,밥,250kcal,,,2974.62kcal,,,
2024-01-17,꼬리곰탕,164.02kcal,쇠고기느타리버섯국,83.63kcal,돼지고기김치찌개,154.71kcal,,,2974.62kcal,"[7.0, 13.0, 32.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]"
2024-01-17,계란장조림,82.09kcal,돼지된장주물럭,338kcal,마파두부,575.65kcal,,,2974.62kcal,"[1.62, 4.63, 9.75, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[2.39, 7.87, 8.47, [1, 0, 0, 0, 0]]"
2024-01-17,오이풋고추된장무침,14.39kcal,시금치고추장무침,75.3kcal,생선까스&타르타르소스,435.39kcal,,,2974.62kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[14.53, 6.91, 13.06, [1, 0, 0, 0, 0]]"
2024-01-17,배추김치,60kcal,파김치,23.6kcal,브로콜리&초고추장,65.44kcal,,,2974.62kcal,,"[3.13, 0.12, 0.76, [1, 0, 0, 0, 0]]","[7.14, 0.41, 2.37, [1, 0, 0, 0, 0]]"
2024-01-17,우유듬뿍딸기에몽,82.5kcal,사과,29.4147kcal,깍두기,0kcal,,,2974.62kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[13.81, 0.17, 0.26, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2024-01-17,밥,250kcal,콩나물밥,290.49kcal,밥,250kcal,,,2974.62kcal,,,
2024-01-17,꼬리곰탕,164.02kcal,쇠고기느타리버섯국,83.63kcal,돼지고기김치찌개,154.71kcal,,,2974.62kcal,"[7.0, 13.0, 32.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]"
2024-01-17,계란장조림,82.09kcal,돼지된장주물럭,338kcal,마파두부,575.65kcal,,,2974.62kcal,"[1.62, 4.63, 9.75, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[2.39, 7.87, 8.47, [1, 0, 0, 0, 0]]"
2024-01-17,오이풋고추된장무침,14.39kcal,시금치고추장무침,75.3kcal,생선까스&타르타르소스,435.39kcal,,,2974.62kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[14.53, 6.91, 13.06, [1, 0, 0, 0, 0]]"
2024-01-17,배추김치,60kcal,파김치,23.6kcal,브로콜리&초고추장,65.44kcal,,,2974.62kcal,,"[3.13, 0.12, 0.76, [1, 0, 0, 0, 0]]","[7.14, 0.41, 2.37, [1, 0, 0, 0, 0]]"
2024-01-17,우유듬뿍딸기에몽,82.5kcal,사과,21.315kcal,깍두기,0kcal,,,2974.62kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[13.81, 0.17, 0.26, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2024-01-18,밥,250kcal,밥,250kcal,밥,250kcal,,,3019.17kcal,,,
2024-01-18,쇠고기무국,82.17kcal,굴순두부찌개,128.54kcal,설렁탕&소면,547.17kcal,,,3019.17kcal,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]","[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]","[42.7, 12.93, 32.67, [1, 0, 0, 0, 0]]"
2024-01-18,멸치비엔나볶음,298.06kcal,쇠고기우엉채볶음,123.92kcal,오징어젓무침,39.58kcal,,,3019.17kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[34.0, 1.7, 9.0, [1, 0, 0, 0, 0]]"
2024-01-18,깻잎찜,27.96kcal,가라아게맛초킹,712.73kcal,상추겉절이,8.48kcal,,,3019.17kcal,"[0.73, 0.04, 0.46, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[4.8, 1.27, 1.72, [1, 0, 0, 0, 0]]"
2024-01-18,배추김치,60kcal,배추김치,60kcal,깍두기,0kcal,,,3019.17kcal,,,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2024-01-18,백색200ML,65kcal,딸기,34.56kcal,복숭아봉봉,81kcal,,,3019.17kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0.92, 0.04, 0.08, [1, 0, 0, 0, 0]]","[46.0, 0.0, 0.0, [1, 0, 0, 0, 0]]"
2024-01-18,밥,250kcal,밥,250kcal,밥,250kcal,,,3019.17kcal,,,
2024-01-18,쇠고기무국,82.17kcal,굴순두부찌개,128.54kcal,설렁탕&소면,547.17kcal,,,3019.17kcal,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]","[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]","[42.7, 12.93, 32.67, [1, 0, 0, 0, 0]]"
